event_id,hex_id,timestamp,label,tier,coordinate_precision,village,event_type,event_severity
E013,88600640b1fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E013,88600640b3fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E013,88600640b5fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E013,88600640b7fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E013,8860064e4bfffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E013,8860064e59fffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E013,8860064e5dfffff,2022-10-22T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E014,88600640b5fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E014,88600640b7fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E014,8860064e41fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E014,8860064e43fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E014,8860064e49fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E014,8860064e4bfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E014,8860064e5dfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E014,88600640b5fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E014,88600640b7fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E014,8860064e41fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E014,8860064e43fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E014,8860064e49fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E014,8860064e4bfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E014,8860064e5dfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E014,8860064e41fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E014,8860064e43fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E014,8860064e45fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E014,8860064e47fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E014,8860064e49fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E014,8860064e4bfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E014,8860064e4dfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E014,88600640b1fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E014,88600640b3fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E014,88600640b5fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E014,88600640b7fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E014,8860064e4bfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E014,8860064e59fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E014,8860064e5dfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E015,88600640b5fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E015,88600640b7fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E015,8860064e41fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E015,8860064e43fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E015,8860064e49fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E015,8860064e4bfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E015,8860064e5dfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E015,88600640b5fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E015,88600640b7fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E015,8860064e41fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E015,8860064e43fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E015,8860064e49fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E015,8860064e4bfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E015,8860064e5dfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E015,8860064e41fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E015,8860064e43fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E015,8860064e45fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E015,8860064e47fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E015,8860064e49fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E015,8860064e4bfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E015,8860064e4dfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E015,88600640b1fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E015,88600640b3fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E015,88600640b5fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E015,88600640b7fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E015,8860064e4bfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E015,8860064e59fffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E015,8860064e5dfffff,2023-07-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E016,88600640b5fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E016,88600640b7fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E016,8860064e41fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E016,8860064e43fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E016,8860064e49fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E016,8860064e4bfffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E016,8860064e5dfffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,high
E016,88600640b5fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E016,88600640b7fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E016,8860064e41fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E016,8860064e43fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E016,8860064e49fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E016,8860064e4bfffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E016,8860064e5dfffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,high
E016,8860064e41fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E016,8860064e43fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E016,8860064e45fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E016,8860064e47fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E016,8860064e49fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E016,8860064e4bfffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E016,8860064e4dfffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,high
E016,88600640b1fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E016,88600640b3fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E016,88600640b5fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E016,88600640b7fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E016,8860064e4bfffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E016,8860064e59fffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E016,8860064e5dfffff,2017-08-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,high
E017,88600640b5fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E017,88600640b7fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E017,8860064e41fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E017,8860064e43fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E017,8860064e49fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E017,8860064e4bfffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E017,8860064e5dfffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E017,88600640b5fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E017,88600640b7fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E017,8860064e41fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E017,8860064e43fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E017,8860064e49fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E017,8860064e4bfffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E017,8860064e5dfffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E017,8860064e41fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E017,8860064e43fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E017,8860064e45fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E017,8860064e47fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E017,8860064e49fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E017,8860064e4bfffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E017,8860064e4dfffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E017,88600640b1fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E017,88600640b3fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E017,88600640b5fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E017,88600640b7fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E017,8860064e4bfffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E017,8860064e59fffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E017,8860064e5dfffff,2013-06-21T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E018,88600640b5fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E018,88600640b7fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E018,8860064e41fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E018,8860064e43fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E018,8860064e49fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E018,8860064e4bfffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E018,8860064e5dfffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E018,88600640b5fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E018,88600640b7fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E018,8860064e41fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E018,8860064e43fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E018,8860064e49fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E018,8860064e4bfffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E018,8860064e5dfffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E018,8860064e41fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E018,8860064e43fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E018,8860064e45fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E018,8860064e47fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E018,8860064e49fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E018,8860064e4bfffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E018,8860064e4dfffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E018,88600640b1fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E018,88600640b3fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E018,88600640b5fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E018,88600640b7fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E018,8860064e4bfffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E018,8860064e59fffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E018,8860064e5dfffff,2014-08-20T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E019,88600640b5fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,low
E019,88600640b7fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,low
E019,8860064e41fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,low
E019,8860064e43fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,low
E019,8860064e49fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,low
E019,8860064e4bfffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,low
E019,8860064e5dfffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,low
E019,88600640b5fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,low
E019,88600640b7fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,low
E019,8860064e41fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,low
E019,8860064e43fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,low
E019,8860064e49fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,low
E019,8860064e4bfffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,low
E019,8860064e5dfffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,low
E019,8860064e41fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,low
E019,8860064e43fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,low
E019,8860064e45fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,low
E019,8860064e47fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,low
E019,8860064e49fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,low
E019,8860064e4bfffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,low
E019,8860064e4dfffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,low
E019,88600640b1fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,low
E019,88600640b3fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,low
E019,88600640b5fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,low
E019,88600640b7fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,low
E019,8860064e4bfffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,low
E019,8860064e59fffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,low
E019,8860064e5dfffff,2015-11-18T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,low
E020,88600640b5fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E020,88600640b7fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E020,8860064e41fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E020,8860064e43fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E020,8860064e49fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E020,8860064e4bfffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E020,8860064e5dfffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E020,88600640b5fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E020,88600640b7fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E020,8860064e41fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E020,8860064e43fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E020,8860064e49fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E020,8860064e4bfffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E020,8860064e5dfffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E020,8860064e41fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E020,8860064e43fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E020,8860064e45fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E020,8860064e47fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E020,8860064e49fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E020,8860064e4bfffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E020,8860064e4dfffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E020,88600640b1fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E020,88600640b3fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E020,88600640b5fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E020,88600640b7fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E020,8860064e4bfffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E020,8860064e59fffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E020,8860064e5dfffff,2016-06-05T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E021,88600640b5fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E021,88600640b7fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E021,8860064e41fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E021,8860064e43fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E021,8860064e49fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E021,8860064e4bfffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E021,8860064e5dfffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,high
E021,88600640b5fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E021,88600640b7fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E021,8860064e41fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E021,8860064e43fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E021,8860064e49fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E021,8860064e4bfffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E021,8860064e5dfffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,high
E021,8860064e41fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E021,8860064e43fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E021,8860064e45fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E021,8860064e47fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E021,8860064e49fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E021,8860064e4bfffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E021,8860064e4dfffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,high
E021,88600640b1fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E021,88600640b3fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E021,88600640b5fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E021,88600640b7fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E021,8860064e4bfffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E021,8860064e59fffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E021,8860064e5dfffff,2009-08-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,high
E022,88600640b5fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E022,88600640b7fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E022,8860064e41fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E022,8860064e43fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E022,8860064e49fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E022,8860064e4bfffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E022,8860064e5dfffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E022,88600640b5fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E022,88600640b7fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E022,8860064e41fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E022,8860064e43fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E022,8860064e49fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E022,8860064e4bfffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E022,8860064e5dfffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E022,8860064e41fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E022,8860064e43fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E022,8860064e45fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E022,8860064e47fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E022,8860064e49fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E022,8860064e4bfffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E022,8860064e4dfffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E022,88600640b1fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E022,88600640b3fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E022,88600640b5fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E022,88600640b7fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
